File Path: F:\Lewis Lab\Macy Castaneda\Three-Point-Bending 2022-10-26\C18-L-M-RF 10-26-2022 1 03 54 PM\Collect Data - (Timed).txt   
Test: 3-point bend for mouse bone
Test Run: C18-L-M-RF
Date: 10/26/2022 1:02:25 PM


Ch 1 Displacement 	Ch 1 Force 	Ch 2 Torque 	Aux Input 5 	Running Time 
mm	kN	kN·mm	V	sec
-0.356569886207581	-0.0177447166442871	-0.000984321115538478	-0.238282382488251	1.7470703125
-0.362876045983285	-0.000247355207800865	0.000519788998644799	-0.0211383402347565	1.7724609375
-0.369027256965637	-0.000353422939777374	0.00014247810759116	0.0164370238780975	1.7978515625
-0.368800770957023	0.000138584285974503	-0.000700750155374408	0.00295981764793396	1.8232421875
-0.371667731087655	-0.000156914472579956	0.000717768387403339	-0.000496357679367065	1.8486328125
-0.370922673027962	-0.00026001712679863	0.000466976634925231	0.00676870346069336	1.8740234375
-0.371411442756653	-4.4610932469368E-05	-0.00017887752619572	0.0031377375125885	1.8994140625
-0.372466456610709	-0.0001364486515522	0.000500454334542155	0.00227928161621094	1.9248046875
-0.369724642951041	-0.000728850126266479	-0.00188578618690372	0.00335901975631714	1.9501953125
-0.368919980246574	0.000191243603825569	0.000295514008030295	0.00376269221305847	1.9755859375
-0.371703499695286	-0.000121844932436943	0.000700098287779838	0.00269517302513123	2.0009765625
-0.371220696251839	-8.99203568696976E-05	-0.000447118160082027	0.00431224703788757	2.0263671875
-0.368025910574943	-0.000265414714813232	-0.000504412048030645	0.00321224331855774	2.0517578125
