File Path: F:\Lewis Lab\Macy Castaneda\Three-Point-Bending 2022-10-26\C18-LL-M-RF 10-26-2022 1 15 55 PM\Collect Data - (Timed).txt   
Test: 3-point bend for mouse bone
Test Run: C18-LL-M-RF
Date: 10/26/2022 1:14:12 PM


Ch 1 Displacement 	Ch 1 Force 	Ch 2 Torque 	Aux Input 5 	Running Time 
mm	kN	kN·mm	V	sec
-0.0155478719534585	0.000425231397151947	-0.00041140551911667	-0.00468701124191284	0.0205078125
-0.0198245052160928	0.000247463464736938	-0.00207029771991074	-0.00470489263534546	0.0458984375
-0.0262409448623657	-0.000233458697795868	0.000263235269812867	-0.00487402081489563	0.0712890625
-0.0311404473904986	0.000126196533441544	-4.62122625322081E-06	-0.00624597072601318	0.0966796875
-0.0348508365277667	4.3776236474514E-05	0.000984647078439593	-0.00771209597587585	0.1220703125
-0.0399768359784503	-0.000197605118155479	0.000326814973959699	-0.00934407114982605	0.1474609375
-0.0468730941065587	-0.000409586936235428	0.00108088960405439	-0.0107210874557495	0.1728515625
-0.0497192158945836	-0.000297171652317047	0.000427736958954483	-0.0130409002304077	0.1982421875
-0.0562071800231934	-0.000456034898757935	0.00222273985855281	-0.0166937708854675	0.2236328125
-0.0590145573369227	-0.000982121586799622	-0.00134207622613758	-0.0190481543540955	0.2490234375
-0.0644981846562587	-0.00116549146175385	0.00188288767822087	-0.0246390700340271	0.2744140625
-0.0697761788615026	-0.00176375329494476	8.82339882082306E-05	-0.0280846655368805	0.2998046875
-0.0755429282435216	-0.00261363983154297	0.00144143833313137	-0.0325141847133636	0.3251953125
-0.0817716136225499	-0.00232800889015198	0.00119617581367493	-0.0404036045074463	0.3505859375
-0.0847846240503713	-0.00291566777229309	0.000374621944501996	-0.0439140200614929	0.3759765625
-0.0904828339116648	-0.00319383525848389	0.000264061731286347	-0.0502866506576538	0.4013671875
-0.0937253207666799	-0.00350580978393555	0.00102240848354995	-0.0557312369346619	0.4267578125
-0.103598831628915	-0.00391393160820007	-4.09857348131482E-05	-0.063442587852478	0.4521484375
-0.105375052953605	-0.00480075597763062	0.00220816605724394	-0.0689926743507385	0.4775390625
